DateTime,AddedIPs,RemovedIPs
1642902004,12,0
1642902219,40,30
1642902941,41,30
1642903658,31,31
1642904171,11,12
1642904620,49,49
1642905340,37,37
1642906109,30,27
1642906779,38,26
1642907499,41,28
1642908004,13,7
1642908219,37,29
1642908940,25,30
1642909659,29,35
1642909924,11,6
1642910379,26,31
1642911099,38,35
1642911365,7,8
1642911868,44,37
1642912541,37,36
1642913259,28,28
1642913765,10,10
1642913979,31,38
1642914699,41,30
1642915419,38,32
1642915930,7,8
1642916380,32,42
1642917098,30,27
1642917871,38,36
1642918539,30,37
1642919261,39,38
1642919770,11,20
1642920219,41,51
1642920939,36,32
1642921949,67,72
1642922618,42,37
1642923339,38,33
1642923847,16,15
1642924059,48,40
1642924779,55,27
1642925499,44,28
1642926009,17,26
1642926459,38,47
1642927180,42,47
1642927951,62,60
1642928619,50,45
1642929341,49,42
1642929848,18,19
1642930299,60,53
1642931019,39,39
1642931790,46,57
1642932460,32,34
1642933179,38,42
1642933688,8,13
1642934139,57,40
1642934859,26,50
1642935633,52,55
1642936299,26,43
1642937019,27,24
1642937524,14,10
1642937738,36,30
1642938458,41,43
1642939178,39,30
1642939451,19,15
1642939898,32,28
1642940669,47,46
1642941388,46,40
1642942058,39,37
1642942779,46,37
1642943287,16,21
1642943498,37,46
1642944219,47,41
1642944726,1,0
1642944939,49,36
1642945449,12,16
1642945659,31,56
1642946380,33,27
1642947099,28,32
1642947606,6,17
1642947820,38,44
1642948538,39,27
1642949259,26,36
1642949524,14,7
1642949979,31,26
1642950699,31,28
1642951470,51,49
1642952140,26,37
1642952863,33,25
1642953366,9,10
1642953579,44,23
1642954539,51,43
1642955311,59,59
1642955978,130,27
1642956699,50,35
1642957206,17,7
1642957419,29,30
1642958141,33,46
1642958858,168,307
1642959369,20,18
1642959578,39,27
1642960300,440,22
1642961018,42,32
1642961530,12,22
1642961742,34,38
1642962459,40,40
1642963180,40,34
1642963689,23,17
1642964139,38,44
1642964859,25,27
1642965630,55,45
1642966299,33,30
1642967019,30,33
1642967550,12,17
1642967980,46,52
1642968700,36,25
1642969470,33,48
1642969925,9,8
1642970141,33,37
1642970858,27,33
1642971368,14,15
1642971820,41,43
1642972539,34,27
1642973259,21,33
1642973978,30,30
1642974700,33,36
1642975207,15,29
1642975660,26,37
1642976378,20,48
1642977148,44,70
1642977818,30,67
1642978540,34,31
1642979058,8,15
1642979499,32,53
1642980219,37,25
1642980990,37,54
1642981660,26,32
1642982619,41,46
1642983126,15,15
1642983339,31,26
1642984061,26,40
1642984571,1,10
1642984779,37,26
1642985044,21,14
1642985500,71,27
1642986219,44,33
1642986988,48,60
1642987659,29,27
1642988432,38,34
1642988884,11,17
1642989099,37,38
1642989818,38,32
1642990539,41,28
1642990804,14,14
1642991258,29,44
1642991979,32,32
1642992746,43,44
1642993418,28,25
1642994138,24,41
1642994668,17,16
1642995100,40,40
1642995819,29,33
1642996588,39,29
1642997258,30,42
1642997978,24,38
1642998486,11,14
1642998699,29,38
1642999206,3,16
1642999420,31,22
1643000139,36,27
1643000650,12,23
1643000858,34,39
1643001578,27,35
1643002299,25,34
1643002807,11,18
1643003019,27,24
1643003738,32,23
1643004459,7261,38
1643004725,19,19
1643005180,28,33
1643005900,26,28
1643006670,52,40
1643007339,32,36
1643008299,43,47
1643008824,21,13
1643009261,32,49
1643009981,29,30
1643010751,38,67
1643011419,22,49
1643012141,35,28
1643012860,31,31
1643013581,38,37
1643014086,7,13
1643014589,54,84
1643015260,29,39
1643016219,39,62
1643016725,20,13
1643016940,33,44
1643017660,38,34
1643018380,38,25
1643018886,17,17
1643019100,26,29
1643019819,32,40
1643020542,33,36
1643021045,10,22
1643021500,34,41
1643022220,40,21
1643022991,55,26
1643023660,54,29
1643024381,60,27
1643024887,18,16
1643025100,31,38
1643025819,33,32
1643026540,28,24
1643027048,20,9
1643027500,49,44
1643028244,44,32
1643028729,22,9
1643029240,55,58
1643029899,37,28
1643030620,48,32
1643031124,12,14
1643031340,58,44
1643032108,50,21
1643032779,42,29
1643033287,14,22
1643033742,51,32
1643034460,28,29
1643035231,53,45
1643035901,38,26
1643036621,29,32
1643037126,22,15
1643037342,33,37
1643038060,37,22
1643038781,35,27
1643039286,19,16
1643039740,42,45
1643040460,38,31
1643041472,62,70
1643042139,42,24
1643042859,34,32
1643043371,28,29
1643043820,53,35
1643044540,53,26
1643045310,328,87
1643045981,50,42
1643046699,41,36
1643047419,27,40
1643048141,36,29
1643048859,25,33
1643049369,19,17
1643049819,41,37
1643050540,32,34
1643051309,45,39
1643051979,30,27
1643052700,30,27
1643053210,11,13
1643053420,21,26
1643054140,41,29
1643054860,24,25
1643055369,8,10
1643055819,44,30
1643056539,30,23
1643057309,29,37
1643058030,32,38
1643058699,30,29
1643059206,10,21
1643059419,23,21
1643060141,28,16
1643060859,25,42
1643061124,12,14
1643061579,25,25
1643062300,34,13
1643063070,42,34
1643063741,25,35
1643064460,35,24
1643064967,17,19
1643065419,32,49
1643066140,40,34
1643066908,43,40
1643067580,27,27
1643068299,44,28
1643068807,14,13
1643069019,31,27
1643069741,23,31
1643070460,31,23
1643070969,5,7
1643071180,27,30
1643071924,29,66
1643072672,49,49
1643073126,13,15
1643073340,35,41
1643074060,29,29
1643074780,44,31
1643075288,8,15
1643075790,49,50
1643076460,30,39
1643077231,45,37
1643077899,35,26
1643078620,36,23
1643079127,11,0
1643079339,33,27
1643079999,20,29
1643080779,32,31
1643081048,12,16
1643081499,33,27
1643082220,58,23
1643082990,66,34
1643083660,50,21
1643084379,41,28
1643084890,12,15
1643085099,16,20
1643085820,29,36
1643086541,30,33
1643087049,11,14
1643087548,58,60
1643088219,29,22
1643088992,62,42
1643089660,40,28
1643090379,41,37
1643091099,28,34
1643091820,38,35
1643092541,37,28
1643093049,18,32
1643093499,45,49
1643094219,28,26
1643094991,54,62
1643095659,37,23
1643096380,39,31
1643096889,17,16
1643097099,38,24
1643097820,43,24
1643098541,55,35
1643099048,16,20
1643099259,33,39
1643099979,26,35
1643100699,29,33
1643100966,20,0
1643101420,30,29
1643102190,42,43
1643102909,68,59
1643103580,51,36
1643104301,41,33
1643104822,24,0
1643105019,55,16
1643105742,52,24
1643106460,55,29
1643106969,24,18
1643107180,42,200
1643107901,37,47
1643108619,51,37
1643109126,19,13
1643109339,35,36
1643110059,31,54
1643110780,25,46
1643111287,24,8
1643111501,48,30
1643112220,50,32
1643112940,35,34
1643113446,24,16
1643113899,44,76
1643114620,27,55
1643115393,57,45
1643116059,26,39
1643116829,44,49
1643117285,20,22
